T1,T2,T3,T4
1.456473693,1.456473693,1.456473693,1.456473693
1.360403632,1.360403632,1.360403632,1.360403632
1.43004687,1.43004687,1.43004687,1.43004687
1.418225681,1.418225681,1.418225681,1.418225681
1.394793274,1.394793274,1.394793274,1.394793274
1.435704029,1.435704029,1.435704029,1.435704029
1.540108703,1.540108703,1.540108703,1.540108703
1.795009855,1.795009855,1.795009855,1.795009855
2.223945545,2.223945545,2.223945545,2.223945545
1.873285944,1.873285944,1.873285944,1.873285944
1.533099443,1.533099443,1.533099443,1.533099443
1.639649291,1.639649291,1.639649291,1.639649291
1.81728542,1.81728542,1.81728542,1.81728542
2.022134757,2.022134757,2.022134757,2.022134757
2.047986502,2.047986502,2.047986502,2.047986502
2.007614716,2.007614716,2.007614716,2.007614716
2.071212951,2.071212951,2.071212951,2.071212951
2.221499459,2.221499459,2.221499459,2.221499459
1.783619305,1.783619305,1.783619305,1.783619305
1.508836517,1.508836517,1.508836517,1.508836517
1.37092354,1.37092354,1.37092354,1.37092354
1.335534868,1.335534868,1.335534868,1.335534868
1.413193083,1.413193083,1.413193083,1.413193083
1.46251602,1.46251602,1.46251602,1.46251602
1.377392495,1.377392495,1.377392495,1.377392495
1.278170206,1.278170206,1.278170206,1.278170206
1.342277988,1.342277988,1.342277988,1.342277988
1.376507143,1.376507143,1.376507143,1.376507143
1.433399706,1.433399706,1.433399706,1.433399706
1.394104518,1.394104518,1.394104518,1.394104518
1.535902612,1.535902612,1.535902612,1.535902612
1.826847757,1.826847757,1.826847757,1.826847757
2.249585982,2.249585982,2.249585982,2.249585982
1.967400741,1.967400741,1.967400741,1.967400741
1.640945221,1.640945221,1.640945221,1.640945221
1.654428786,1.654428786,1.654428786,1.654428786
1.828468673,1.828468673,1.828468673,1.828468673
2.003343092,2.003343092,2.003343092,2.003343092
1.984748024,1.984748024,1.984748024,1.984748024
2.015244525,2.015244525,2.015244525,2.015244525
2.074073628,2.074073628,2.074073628,2.074073628
2.227548473,2.227548473,2.227548473,2.227548473
1.806226543,1.806226543,1.806226543,1.806226543
1.532029531,1.532029531,1.532029531,1.532029531
1.354460271,1.354460271,1.354460271,1.354460271
1.342586925,1.342586925,1.342586925,1.342586925
1.391821594,1.391821594,1.391821594,1.391821594
1.444483993,1.444483993,1.444483993,1.444483993
1.340869716,1.340869716,1.340869716,1.340869716
1.291513344,1.291513344,1.291513344,1.291513344
1.404949412,1.404949412,1.404949412,1.404949412
1.493789544,1.493789544,1.493789544,1.493789544
1.481696865,1.481696865,1.481696865,1.481696865
1.419493527,1.419493527,1.419493527,1.419493527
1.55920663,1.55920663,1.55920663,1.55920663
1.91244873,1.91244873,1.91244873,1.91244873
2.361687335,2.361687335,2.361687335,2.361687335
2.070403831,2.070403831,2.070403831,2.070403831
1.709775326,1.709775326,1.709775326,1.709775326
1.739382462,1.739382462,1.739382462,1.739382462
1.889789334,1.889789334,1.889789334,1.889789334
2.014236133,2.014236133,2.014236133,2.014236133
2.052548339,2.052548339,2.052548339,2.052548339
2.042349404,2.042349404,2.042349404,2.042349404
2.094126451,2.094126451,2.094126451,2.094126451
2.275156876,2.275156876,2.275156876,2.275156876
1.886338869,1.886338869,1.886338869,1.886338869
1.602388273,1.602388273,1.602388273,1.602388273
1.417589084,1.417589084,1.417589084,1.417589084
1.33609256,1.33609256,1.33609256,1.33609256
1.346422559,1.346422559,1.346422559,1.346422559
1.383512391,1.383512391,1.383512391,1.383512391
1.237989666,1.237989666,1.237989666,1.237989666
1.203891575,1.203891575,1.203891575,1.203891575
1.450189298,1.450189298,1.450189298,1.450189298
1.703715613,1.703715613,1.703715613,1.703715613
1.832270873,1.832270873,1.832270873,1.832270873
1.867648846,1.867648846,1.867648846,1.867648846
1.963827235,1.963827235,1.963827235,1.963827235
2.341637187,2.341637187,2.341637187,2.341637187
2.665268139,2.665268139,2.665268139,2.665268139
2.310823725,2.310823725,2.310823725,2.310823725
1.954446783,1.954446783,1.954446783,1.954446783
1.905994487,1.905994487,1.905994487,1.905994487
2.006734713,2.006734713,2.006734713,2.006734713
2.144464467,2.144464467,2.144464467,2.144464467
2.125563137,2.125563137,2.125563137,2.125563137
2.025775132,2.025775132,2.025775132,2.025775132
2.08048775,2.08048775,2.08048775,2.08048775
2.181076851,2.181076851,2.181076851,2.181076851
1.855275315,1.855275315,1.855275315,1.855275315
1.568211275,1.568211275,1.568211275,1.568211275
0,0,0,0
1.330335096,1.330335096,1.330335096,1.330335096
1.355835108,1.355835108,1.355835108,1.355835108
1.314302467,1.314302467,1.314302467,1.314302467
1.282982135,1.282982135,1.282982135,1.282982135
1.18019169,1.18019169,1.18019169,1.18019169
1.295278097,1.295278097,1.295278097,1.295278097
1.527304533,1.527304533,1.527304533,1.527304533
1.676165382,1.676165382,1.676165382,1.676165382
1.667525844,1.667525844,1.667525844,1.667525844
1.725991178,1.725991178,1.725991178,1.725991178
1.873867708,1.873867708,1.873867708,1.873867708
2.181094237,2.181094237,2.181094237,2.181094237
2.003145159,2.003145159,2.003145159,2.003145159
1.593065328,1.593065328,1.593065328,1.593065328
1.404830385,1.404830385,1.404830385,1.404830385
1.47547399,1.47547399,1.47547399,1.47547399
1.694537106,1.694537106,1.694537106,1.694537106
1.883734971,1.883734971,1.883734971,1.883734971
1.875917927,1.875917927,1.875917927,1.875917927
1.893790805,1.893790805,1.893790805,1.893790805
1.964795505,1.964795505,1.964795505,1.964795505
1.747956468,1.747956468,1.747956468,1.747956468
1.416521846,1.416521846,1.416521846,1.416521846
1.262082744,1.262082744,1.262082744,1.262082744
1.198382866,1.198382866,1.198382866,1.198382866
1.212002844,1.212002844,1.212002844,1.212002844
1.311253218,1.311253218,1.311253218,1.311253218
1.279122428,1.279122428,1.279122428,1.279122428
1.209308004,1.209308004,1.209308004,1.209308004
1.248034801,1.248034801,1.248034801,1.248034801
1.311727992,1.311727992,1.311727992,1.311727992
1.379108366,1.379108366,1.379108366,1.379108366
1.370593205,1.370593205,1.370593205,1.370593205
1.388175869,1.388175869,1.388175869,1.388175869
1.680826186,1.680826186,1.680826186,1.680826186
2.022359438,2.022359438,2.022359438,2.022359438
1.859387789,1.859387789,1.859387789,1.859387789
1.581785782,1.581785782,1.581785782,1.581785782
1.517233987,1.517233987,1.517233987,1.517233987
1.607424883,1.607424883,1.607424883,1.607424883
1.813638358,1.813638358,1.813638358,1.813638358
1.963016777,1.963016777,1.963016777,1.963016777
1.928920023,1.928920023,1.928920023,1.928920023
1.965394656,1.965394656,1.965394656,1.965394656
1.990510837,1.990510837,1.990510837,1.990510837
1.726992883,1.726992883,1.726992883,1.726992883
1.440518632,1.440518632,1.440518632,1.440518632
1.255219259,1.255219259,1.255219259,1.255219259
1.197155143,1.197155143,1.197155143,1.197155143
1.23548206,1.23548206,1.23548206,1.23548206
1.297310929,1.297310929,1.297310929,1.297310929
1.265571994,1.265571994,1.265571994,1.265571994
1.216109969,1.216109969,1.216109969,1.216109969
1.245896315,1.245896315,1.245896315,1.245896315
1.335327573,1.335327573,1.335327573,1.335327573
1.33563651,1.33563651,1.33563651,1.33563651
1.376155409,1.376155409,1.376155409,1.376155409
1.393136248,1.393136248,1.393136248,1.393136248
1.677839794,1.677839794,1.677839794,1.677839794
1.980059136,1.980059136,1.980059136,1.980059136
1.809409531,1.809409531,1.809409531,1.809409531
1.526892617,1.526892617,1.526892617,1.526892617
1.480281906,1.480281906,1.480281906,1.480281906
1.572469525,1.572469525,1.572469525,1.572469525
1.785678886,1.785678886,1.785678886,1.785678886
1.971763306,1.971763306,1.971763306,1.971763306
1.982220358,1.982220358,1.982220358,1.982220358
1.974173283,1.974173283,1.974173283,1.974173283
2.03776082,2.03776082,2.03776082,2.03776082
1.789210932,1.789210932,1.789210932,1.789210932
1.455006576,1.455006576,1.455006576,1.455006576
1.283026269,1.283026269,1.283026269,1.283026269
1.236062487,1.236062487,1.236062487,1.236062487
1.225140025,1.225140025,1.225140025,1.225140025
1.345565292,1.345565292,1.345565292,1.345565292
1.333637112,1.333637112,1.333637112,1.333637112
1.31515171,1.31515171,1.31515171,1.31515171
1.305220253,1.305220253,1.305220253,1.305220253
1.345763225,1.345763225,1.345763225,1.345763225
1.382172326,1.382172326,1.382172326,1.382172326
1.341973063,1.341973063,1.341973063,1.341973063
1.379334385,1.379334385,1.379334385,1.379334385
1.678936454,1.678936454,1.678936454,1.678936454
2.042041805,2.042041805,2.042041805,2.042041805
1.872974332,1.872974332,1.872974332,1.872974332
1.63180015,1.63180015,1.63180015,1.63180015
1.564085428,1.564085428,1.564085428,1.564085428
1.639375126,1.639375126,1.639375126,1.639375126
1.808169771,1.808169771,1.808169771,1.808169771
1.953307327,1.953307327,1.953307327,1.953307327
1.992524946,1.992524946,1.992524946,1.992524946
1.954905508,1.954905508,1.954905508,1.954905508
2.018236266,2.018236266,2.018236266,2.018236266
1.767301812,1.767301812,1.767301812,1.767301812
1.461638692,1.461638692,1.461638692,1.461638692
1.26097806,1.26097806,1.26097806,1.26097806
1.219112409,1.219112409,1.219112409,1.219112409
1.218395568,1.218395568,1.218395568,1.218395568
1.310579174,1.310579174,1.310579174,1.310579174
1.266287498,1.266287498,1.266287498,1.266287498
1.280342127,1.280342127,1.280342127,1.280342127
1.317448008,1.317448008,1.317448008,1.317448008
1.390153869,1.390153869,1.390153869,1.390153869
1.422950679,1.422950679,1.422950679,1.422950679
1.427801392,1.427801392,1.427801392,1.427801392
1.470311665,1.470311665,1.470311665,1.470311665
1.758547258,1.758547258,1.758547258,1.758547258
2.171265759,2.171265759,2.171265759,2.171265759
1.960847531,1.960847531,1.960847531,1.960847531
1.657415177,1.657415177,1.657415177,1.657415177
1.600067901,1.600067901,1.600067901,1.600067901
1.632686839,1.632686839,1.632686839,1.632686839
1.764201743,1.764201743,1.764201743,1.764201743
1.912737606,1.912737606,1.912737606,1.912737606
1.972187259,1.972187259,1.972187259,1.972187259
2.010514177,2.010514177,2.010514177,2.010514177
2.057729387,2.057729387,2.057729387,2.057729387
1.745077068,1.745077068,1.745077068,1.745077068
1.50505839,1.50505839,1.50505839,1.50505839
1.289697169,1.289697169,1.289697169,1.289697169
1.203455586,1.203455586,1.203455586,1.203455586
1.216337325,1.216337325,1.216337325,1.216337325
1.334032979,1.334032979,1.334032979,1.334032979
1.264155698,1.264155698,1.264155698,1.264155698
1.299461452,1.299461452,1.299461452,1.299461452
1.362788198,1.362788198,1.362788198,1.362788198
1.372991145,1.372991145,1.372991145,1.372991145
1.451233799,1.451233799,1.451233799,1.451233799
1.482265256,1.482265256,1.482265256,1.482265256
1.523860754,1.523860754,1.523860754,1.523860754
1.825793894,1.825793894,1.825793894,1.825793894
2.237582909,2.237582909,2.237582909,2.237582909
1.99177467,1.99177467,1.99177467,1.99177467
1.710744934,1.710744934,1.710744934,1.710744934
1.669046456,1.669046456,1.669046456,1.669046456
1.668995636,1.668995636,1.668995636,1.668995636
1.802758691,1.802758691,1.802758691,1.802758691
1.935401014,1.935401014,1.935401014,1.935401014
2.001442662,2.001442662,2.001442662,2.001442662
2.012121719,2.012121719,2.012121719,2.012121719
2.06862109,2.06862109,2.06862109,2.06862109
1.83461398,1.83461398,1.83461398,1.83461398
1.367560005,1.367560005,1.367560005,1.367560005
1.179845306,1.179845306,1.179845306,1.179845306
1.108376531,1.108376531,1.108376531,1.108376531
1.101242894,1.101242894,1.101242894,1.101242894
1.179133815,1.179133815,1.179133815,1.179133815
1.095133697,1.095133697,1.095133697,1.095133697
1.100504654,1.100504654,1.100504654,1.100504654
1.300324069,1.300324069,1.300324069,1.300324069
1.511844306,1.511844306,1.511844306,1.511844306
1.574821993,1.574821993,1.574821993,1.574821993
1.561399949,1.561399949,1.561399949,1.561399949
1.593664479,1.593664479,1.593664479,1.593664479
1.873322053,1.873322053,1.873322053,1.873322053
2.185886105,2.185886105,2.185886105,2.185886105
1.931356748,1.931356748,1.931356748,1.931356748
1.631341425,1.631341425,1.631341425,1.631341425
1.517829126,1.517829126,1.517829126,1.517829126
1.500263848,1.500263848,1.500263848,1.500263848
1.626470651,1.626470651,1.626470651,1.626470651
1.790867958,1.790867958,1.790867958,1.790867958
1.878084499,1.878084499,1.878084499,1.878084499
1.857416476,1.857416476,1.857416476,1.857416476
1.857629121,1.857629121,1.857629121,1.857629121
1.584262628,1.584262628,1.584262628,1.584262628
1.369484509,1.369484509,1.369484509,1.369484509
1.168912144,1.168912144,1.168912144,1.168912144
1.065703096,1.065703096,1.065703096,1.065703096
1.07154214,1.07154214,1.07154214,1.07154214
1.071345544,1.071345544,1.071345544,1.071345544
1.001544494,1.001544494,1.001544494,1.001544494
1.049948644,1.049948644,1.049948644,1.049948644
1.230282289,1.230282289,1.230282289,1.230282289
1.395821727,1.395821727,1.395821727,1.395821727
1.528342347,1.528342347,1.528342347,1.528342347
1.584324148,1.584324148,1.584324148,1.584324148
1.586588349,1.586588349,1.586588349,1.586588349
1.843932912,1.843932912,1.843932912,1.843932912
1.998896271,1.998896271,1.998896271,1.998896271
1.700195603,1.700195603,1.700195603,1.700195603
1.401330435,1.401330435,1.401330435,1.401330435
1.321219447,1.321219447,1.321219447,1.321219447
1.359867339,1.359867339,1.359867339,1.359867339
1.532108437,1.532108437,1.532108437,1.532108437
1.716275041,1.716275041,1.716275041,1.716275041
1.768581694,1.768581694,1.768581694,1.768581694
1.739131033,1.739131033,1.739131033,1.739131033
1.661725584,1.661725584,1.661725584,1.661725584
1.398671704,1.398671704,1.398671704,1.398671704
1.457380443,1.457380443,1.457380443,1.457380443
1.300406987,1.300406987,1.300406987,1.300406987
1.27108204,1.27108204,1.27108204,1.27108204
1.299107044,1.299107044,1.299107044,1.299107044
1.387430943,1.387430943,1.387430943,1.387430943
1.33360234,1.33360234,1.33360234,1.33360234
1.297690748,1.297690748,1.297690748,1.297690748
1.352573214,1.352573214,1.352573214,1.352573214
1.407559997,1.407559997,1.407559997,1.407559997
1.40825544,1.40825544,1.40825544,1.40825544
1.380578157,1.380578157,1.380578157,1.380578157
1.43426366,1.43426366,1.43426366,1.43426366
1.746074761,1.746074761,1.746074761,1.746074761
2.143838569,2.143838569,2.143838569,2.143838569
1.891699127,1.891699127,1.891699127,1.891699127
1.608867926,1.608867926,1.608867926,1.608867926
1.638241019,1.638241019,1.638241019,1.638241019
1.745058345,1.745058345,1.745058345,1.745058345
1.911670369,1.911670369,1.911670369,1.911670369
1.982963946,1.982963946,1.982963946,1.982963946
1.958852145,1.958852145,1.958852145,1.958852145
1.971565373,1.971565373,1.971565373,1.971565373
1.99699584,1.99699584,1.99699584,1.99699584
1.706815682,1.706815682,1.706815682,1.706815682
1.458086585,1.458086585,1.458086585,1.458086585
1.266930782,1.266930782,1.266930782,1.266930782
1.227401551,1.227401551,1.227401551,1.227401551
1.317044116,1.317044116,1.317044116,1.317044116
1.389642986,1.389642986,1.389642986,1.389642986
1.343813311,1.343813311,1.343813311,1.343813311
1.288965617,1.288965617,1.288965617,1.288965617
1.353755467,1.353755467,1.353755467,1.353755467
1.391556791,1.391556791,1.391556791,1.391556791
1.373959415,1.373959415,1.373959415,1.373959415
1.398796082,1.398796082,1.398796082,1.398796082
1.49229033,1.49229033,1.49229033,1.49229033
1.774771134,1.774771134,1.774771134,1.774771134
2.163309627,2.163309627,2.163309627,2.163309627
1.928195158,1.928195158,1.928195158,1.928195158
1.594520408,1.594520408,1.594520408,1.594520408
1.576743823,1.576743823,1.576743823,1.576743823
1.709475751,1.709475751,1.709475751,1.709475751
1.933455112,1.933455112,1.933455112,1.933455112
2.055076006,2.055076006,2.055076006,2.055076006
2.03782234,2.03782234,2.03782234,2.03782234
1.985886143,1.985886143,1.985886143,1.985886143
2.140549927,2.140549927,2.140549927,2.140549927
1.851947889,1.851947889,1.851947889,1.851947889
1.532932269,1.532932269,1.532932269,1.532932269
1.34574049,1.34574049,1.34574049,1.34574049
1.319845948,1.319845948,1.319845948,1.319845948
1.375922703,1.375922703,1.375922703,1.375922703
1.429348752,1.429348752,1.429348752,1.429348752
1.411249856,1.411249856,1.411249856,1.411249856
1.352847379,1.352847379,1.352847379,1.352847379
1.383147283,1.383147283,1.383147283,1.383147283
1.41022809,1.41022809,1.41022809,1.41022809
1.409097996,1.409097996,1.409097996,1.409097996
1.428134402,1.428134402,1.428134402,1.428134402
1.460110056,1.460110056,1.460110056,1.460110056
1.761306294,1.761306294,1.761306294,1.761306294
2.168905266,2.168905266,2.168905266,2.168905266
1.932682101,1.932682101,1.932682101,1.932682101
1.615800955,1.615800955,1.615800955,1.615800955
1.636783264,1.636783264,1.636783264,1.636783264
1.73567923,1.73567923,1.73567923,1.73567923
1.94486171,1.94486171,1.94486171,1.94486171
2.047232214,2.047232214,2.047232214,2.047232214
2.042270498,2.042270498,2.042270498,2.042270498
2.0725918,2.0725918,2.0725918,2.0725918
2.198480305,2.198480305,2.198480305,2.198480305
1.851655001,1.851655001,1.851655001,1.851655001
1.507568671,1.507568671,1.507568671,1.507568671
1.336683686,1.336683686,1.336683686,1.336683686
1.283733748,1.283733748,1.283733748,1.283733748
1.355872555,1.355872555,1.355872555,1.355872555
1.416060447,1.416060447,1.416060447,1.416060447
1.31491098,1.31491098,1.31491098,1.31491098
1.293491344,1.293491344,1.293491344,1.293491344
1.394746465,1.394746465,1.394746465,1.394746465
1.504991521,1.504991521,1.504991521,1.504991521
1.56709188,1.56709188,1.56709188,1.56709188
1.561486879,1.561486879,1.561486879,1.561486879
1.671939231,1.671939231,1.671939231,1.671939231
1.976016206,1.976016206,1.976016206,1.976016206
2.362907035,2.362907035,2.362907035,2.362907035
2.130792331,2.130792331,2.130792331,2.130792331
1.797113569,1.797113569,1.797113569,1.797113569
1.707927053,1.707927053,1.707927053,1.707927053
1.805009518,1.805009518,1.805009518,1.805009518
1.917676587,1.917676587,1.917676587,1.917676587
2.059570973,2.059570973,2.059570973,2.059570973
2.102552007,2.102552007,2.102552007,2.102552007
2.144356139,2.144356139,2.144356139,2.144356139
2.257449835,2.257449835,2.257449835,2.257449835
1.904400318,1.904400318,1.904400318,1.904400318
1.620523279,1.620523279,1.620523279,1.620523279
1.375544222,1.375544222,1.375544222,1.375544222
1.291994805,1.291994805,1.291994805,1.291994805
1.334810003,1.334810003,1.334810003,1.334810003
1.420821555,1.420821555,1.420821555,1.420821555
1.323547843,1.323547843,1.323547843,1.323547843
1.31893786,1.31893786,1.31893786,1.31893786
1.458778015,1.458778015,1.458778015,1.458778015
1.599189236,1.599189236,1.599189236,1.599189236
1.712434057,1.712434057,1.712434057,1.712434057
1.688649916,1.688649916,1.688649916,1.688649916
1.869471708,1.869471708,1.869471708,1.869471708
2.153342061,2.153342061,2.153342061,2.153342061
2.553419553,2.553419553,2.553419553,2.553419553
2.353542631,2.353542631,2.353542631,2.353542631
2.012803788,2.012803788,2.012803788,2.012803788
1.893964665,1.893964665,1.893964665,1.893964665
1.946351562,1.946351562,1.946351562,1.946351562
2.047151971,2.047151971,2.047151971,2.047151971
2.179323533,2.179323533,2.179323533,2.179323533
2.261050088,2.261050088,2.261050088,2.261050088
2.282656958,2.282656958,2.282656958,2.282656958
2.341534208,2.341534208,2.341534208,2.341534208
1.963867357,1.963867357,1.963867357,1.963867357
1.639856586,1.639856586,1.639856586,1.639856586
1.364471972,1.364471972,1.364471972,1.364471972
1.255826434,1.255826434,1.255826434,1.255826434
1.261291009,1.261291009,1.261291009,1.261291009
1.315439248,1.315439248,1.315439248,1.315439248
1.201623362,1.201623362,1.201623362,1.201623362
1.256552637,1.256552637,1.256552637,1.256552637
1.513636409,1.513636409,1.513636409,1.513636409
1.797078797,1.797078797,1.797078797,1.797078797
1.953776751,1.953776751,1.953776751,1.953776751
2.019579005,2.019579005,2.019579005,2.019579005
2.139350288,2.139350288,2.139350288,2.139350288
2.489500344,2.489500344,2.489500344,2.489500344
2.881247234,2.881247234,2.881247234,2.881247234
2.577643695,2.577643695,2.577643695,2.577643695
2.177087417,2.177087417,2.177087417,2.177087417
2.131035736,2.131035736,2.131035736,2.131035736
2.151912391,2.151912391,2.151912391,2.151912391
2.248339535,2.248339535,2.248339535,2.248339535
2.234326364,2.234326364,2.234326364,2.234326364
2.157824991,2.157824991,2.157824991,2.157824991
2.194781085,2.194781085,2.194781085,2.194781085
2.258519746,2.258519746,2.258519746,2.258519746
1.942206991,1.942206991,1.942206991,1.942206991
1.537218604,1.537218604,1.537218604,1.537218604
1.279625286,1.279625286,1.279625286,1.279625286
1.265856858,1.265856858,1.265856858,1.265856858
1.239105049,1.239105049,1.239105049,1.239105049
1.253995548,1.253995548,1.253995548,1.253995548
1.167121379,1.167121379,1.167121379,1.167121379
1.198321346,1.198321346,1.198321346,1.198321346
1.432871437,1.432871437,1.432871437,1.432871437
1.619842547,1.619842547,1.619842547,1.619842547
1.720705813,1.720705813,1.720705813,1.720705813
1.730535628,1.730535628,1.730535628,1.730535628
1.732957641,1.732957641,1.732957641,1.732957641
1.933805508,1.933805508,1.933805508,1.933805508
2.098713698,2.098713698,2.098713698,2.098713698
1.882955272,1.882955272,1.882955272,1.882955272
1.545344584,1.545344584,1.545344584,1.545344584
1.43529345,1.43529345,1.43529345,1.43529345
1.454931682,1.454931682,1.454931682,1.454931682
1.610672065,1.610672065,1.610672065,1.610672065
1.764542777,1.764542777,1.764542777,1.764542777
1.822899782,1.822899782,1.822899782,1.822899782
1.86687316,1.86687316,1.86687316,1.86687316
1.954410673,1.954410673,1.954410673,1.954410673
1.639210627,1.639210627,1.639210627,1.639210627
1.535379693,1.535379693,1.535379693,1.535379693
1.330222756,1.330222756,1.330222756,1.330222756
1.222696613,1.222696613,1.222696613,1.222696613
1.187035114,1.187035114,1.187035114,1.187035114
1.194214222,1.194214222,1.194214222,1.194214222
1.105467708,1.105467708,1.105467708,1.105467708
1.104119619,1.104119619,1.104119619,1.104119619
1.213891239,1.213891239,1.213891239,1.213891239
1.45899601,1.45899601,1.45899601,1.45899601
1.624654476,1.624654476,1.624654476,1.624654476
1.717144344,1.717144344,1.717144344,1.717144344
1.780948538,1.780948538,1.780948538,1.780948538
1.979568313,1.979568313,1.979568313,1.979568313
2.16449188,2.16449188,2.16449188,2.16449188
1.911456387,1.911456387,1.911456387,1.911456387
1.582404994,1.582404994,1.582404994,1.582404994
1.450927537,1.450927537,1.450927537,1.450927537
1.49219805,1.49219805,1.49219805,1.49219805
1.626948099,1.626948099,1.626948099,1.626948099
1.816020249,1.816020249,1.816020249,1.816020249
1.883149194,1.883149194,1.883149194,1.883149194
1.872092992,1.872092992,1.872092992,1.872092992
1.922365476,1.922365476,1.922365476,1.922365476
1.627496429,1.627496429,1.627496429,1.627496429
1.346786329,1.346786329,1.346786329,1.346786329
1.206614501,1.206614501,1.206614501,1.206614501
1.149450447,1.149450447,1.149450447,1.149450447
1.158725246,1.158725246,1.158725246,1.158725246
1.221880806,1.221880806,1.221880806,1.221880806
1.201485611,1.201485611,1.201485611,1.201485611
1.157054846,1.157054846,1.157054846,1.157054846
1.248762341,1.248762341,1.248762341,1.248762341
1.368230037,1.368230037,1.368230037,1.368230037
1.416024337,1.416024337,1.416024337,1.416024337
1.473319455,1.473319455,1.473319455,1.473319455
1.486737487,1.486737487,1.486737487,1.486737487
1.765866793,1.765866793,1.765866793,1.765866793
2.07954489,2.07954489,2.07954489,2.07954489
1.808275424,1.808275424,1.808275424,1.808275424
1.550419979,1.550419979,1.550419979,1.550419979
1.492445467,1.492445467,1.492445467,1.492445467
1.551778767,1.551778767,1.551778767,1.551778767
1.728266078,1.728266078,1.728266078,1.728266078
1.888853161,1.888853161,1.888853161,1.888853161
1.921779699,1.921779699,1.921779699,1.921779699
1.933964658,1.933964658,1.933964658,1.933964658
1.967684267,1.967684267,1.967684267,1.967684267
1.672512971,1.672512971,1.672512971,1.672512971
1.37881414,1.37881414,1.37881414,1.37881414
1.200050592,1.200050592,1.200050592,1.200050592
1.161559175,1.161559175,1.161559175,1.161559175
1.141002156,1.141002156,1.141002156,1.141002156
1.236735195,1.236735195,1.236735195,1.236735195
1.267095281,1.267095281,1.267095281,1.267095281
1.23672717,1.23672717,1.23672717,1.23672717
1.260193012,1.260193012,1.260193012,1.260193012
1.307667676,1.307667676,1.307667676,1.307667676
1.346009305,1.346009305,1.346009305,1.346009305
1.297137069,1.297137069,1.297137069,1.297137069
1.353826349,1.353826349,1.353826349,1.353826349
1.643392645,1.643392645,1.643392645,1.643392645
1.927293757,1.927293757,1.927293757,1.927293757
1.706248629,1.706248629,1.706248629,1.706248629
1.548052799,1.548052799,1.548052799,1.548052799
1.496890951,1.496890951,1.496890951,1.496890951
1.544711999,1.544711999,1.544711999,1.544711999
1.647283112,1.647283112,1.647283112,1.647283112
1.835082066,1.835082066,1.835082066,1.835082066
1.904924575,1.904924575,1.904924575,1.904924575
1.847842102,1.847842102,1.847842102,1.847842102
1.8537868,1.8537868,1.8537868,1.8537868
1.597793001,1.597793001,1.597793001,1.597793001
1.324065413,1.324065413,1.324065413,1.324065413
1.124780955,1.124780955,1.124780955,1.124780955
1.134374052,1.134374052,1.134374052,1.134374052
1.12444527,1.12444527,1.12444527,1.12444527
1.206318938,1.206318938,1.206318938,1.206318938
1.207269822,1.207269822,1.207269822,1.207269822
1.216588754,1.216588754,1.216588754,1.216588754
1.245401481,1.245401481,1.245401481,1.245401481
1.272796574,1.272796574,1.272796574,1.272796574
1.296349346,1.296349346,1.296349346,1.296349346
1.311808235,1.311808235,1.311808235,1.311808235
1.330991755,1.330991755,1.330991755,1.330991755
1.579415927,1.579415927,1.579415927,1.579415927
1.887456926,1.887456926,1.887456926,1.887456926
1.646070099,1.646070099,1.646070099,1.646070099
1.478648954,1.478648954,1.478648954,1.478648954
1.458007679,1.458007679,1.458007679,1.458007679
1.500699837,1.500699837,1.500699837,1.500699837
1.652437412,1.652437412,1.652437412,1.652437412
1.796184083,1.796184083,1.796184083,1.796184083
1.893107399,1.893107399,1.893107399,1.893107399
1.878353314,1.878353314,1.878353314,1.878353314
1.876351241,1.876351241,1.876351241,1.876351241
1.542943969,1.542943969,1.542943969,1.542943969
1.322948692,1.322948692,1.322948692,1.322948692
1.162841732,1.162841732,1.162841732,1.162841732
1.108698842,1.108698842,1.108698842,1.108698842
1.115694728,1.115694728,1.115694728,1.115694728
1.217266811,1.217266811,1.217266811,1.217266811
1.193437199,1.193437199,1.193437199,1.193437199
1.227285198,1.227285198,1.227285198,1.227285198
1.304229247,1.304229247,1.304229247,1.304229247
1.294148002,1.294148002,1.294148002,1.294148002
1.307667676,1.307667676,1.307667676,1.307667676
1.278734585,1.278734585,1.278734585,1.278734585
1.323468937,1.323468937,1.323468937,1.323468937
1.586066767,1.586066767,1.586066767,1.586066767
1.975949337,1.975949337,1.975949337,1.975949337
1.765782537,1.765782537,1.765782537,1.765782537
1.523285676,1.523285676,1.523285676,1.523285676
1.509783389,1.509783389,1.509783389,1.509783389
1.545162699,1.545162699,1.545162699,1.545162699
1.655732741,1.655732741,1.655732741,1.655732741
1.812929541,1.812929541,1.812929541,1.812929541
1.885947013,1.885947013,1.885947013,1.885947013
1.867751825,1.867751825,1.867751825,1.867751825
1.885918928,1.885918928,1.885918928,1.885918928
1.653230484,1.653230484,1.653230484,1.653230484
1.306833145,1.306833145,1.306833145,1.306833145
1.136992661,1.136992661,1.136992661,1.136992661
1.07670179,1.07670179,1.07670179,1.07670179
1.047763349,1.047763349,1.047763349,1.047763349
1.121030914,1.121030914,1.121030914,1.121030914
1.050381959,1.050381959,1.050381959,1.050381959
1.079466175,1.079466175,1.079466175,1.079466175
1.283526452,1.283526452,1.283526452,1.283526452
1.508681379,1.508681379,1.508681379,1.508681379
1.587473701,1.587473701,1.587473701,1.587473701
1.546291456,1.546291456,1.546291456,1.546291456
1.63492028,1.63492028,1.63492028,1.63492028
